URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
blackassign0015,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,0,0,0.0,0.0,29.985714285714284,26.86993806574559,22.74226094058395,29.985714285714284,564,2099,1.8627918056217243,31,5.739876131491187
blackassign0016,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,0,0,0.0,0.0,29.211267605633804,27.049180327868854,22.504179173401067,29.211267605633804,561,2074,1.8698167791706848,31,5.76808100289296
blackassign0017,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,0,0,0.0,0.0,27.28,27.956989247311824,22.09479569892473,27.28,572,2046,1.895405669599218,26,5.812805474095796
blackassign0018,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,0,0,0.0,0.0,34.25,28.51929092805005,25.10771637122002,34.25,547,1918,1.9014598540145984,25,5.82429614181439
blackassign0019,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,0,0,0.0,0.0,23.585585585585587,27.540106951871657,20.4502770149829,23.585585585585587,721,2618,1.8269671504965623,30,5.590145148968678
blackassign0020,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,0,0,0.0,0.0,36.75,26.53061224489796,25.312244897959182,36.75,390,1470,1.853061224489796,28,5.829931972789115
blackassign0021,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,0,0,0.0,0.0,30.349206349206348,29.13179916317992,23.792402204954502,30.349206349206348,557,1912,1.928347280334728,30,5.851464435146443
blackassign0022,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,0,0,0.0,0.0,31.285714285714285,28.234398782343987,23.80804522722331,31.285714285714285,371,1314,1.9238964992389649,29,5.812024353120243
blackassign0023,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,0,0,0.0,0.0,30.0,23.64444444444445,21.45777777777778,30.0,532,2250,1.7942222222222222,31,5.511111111111111
blackassign0024,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,0,0,0.0,0.0,46.87096774193548,29.112181693048868,30.393259773993737,46.87096774193548,423,1453,1.924294562973159,25,5.860289057123193
blackassign0025,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,0,0,0.0,0.0,37.19230769230769,22.905894519131333,24.03928088457561,37.19230769230769,443,1934,1.7533609100310237,30,5.37952430196484
blackassign0026,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,0,0,0.0,0.0,30.58620689655172,27.56482525366404,23.260412860086305,30.58620689655172,489,1774,1.8664036076662909,25,5.680383314543405
blackassign0027,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,0,0,0.0,0.0,32.48529411764706,22.09144409234948,21.83069528399861,32.48529411764706,488,2209,1.708465368945224,51,5.222725215029425
blackassign0028,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,0,0,0.0,0.0,34.719298245614034,25.06316321374432,23.91298458374334,34.719298245614034,496,1979,1.809499747347145,33,5.641232945932289
blackassign0029,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,0,0,0.0,0.0,30.78409090909091,27.427094868955333,23.2844743112185,30.78409090909091,743,2709,1.8914728682170543,28,5.796603912882983
blackassign0030,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,0,0,0.0,0.0,23.938144329896907,22.3083548664944,18.498599678556527,23.938144329896907,518,2322,1.709732988802756,32,5.301464254952627
blackassign0031,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,0,0,0.0,0.0,26.11,26.541554959785525,21.060621983914213,26.11,693,2611,1.860206817311375,27,5.647644580620452
blackassign0032,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,0,0,0.0,0.0,22.846846846846848,21.68769716088328,17.813817603092055,22.846846846846848,550,2536,1.7212145110410095,44,5.275236593059937
blackassign0033,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,0,0,0.0,0.0,27.46875,23.24611300720516,20.28594520288206,27.46875,613,2637,1.7614713689799013,46,5.405005688282139
blackassign0034,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,0,0,0.0,0.0,27.73417721518988,23.550890004564128,20.5140268879016,27.73417721518988,516,2191,1.7676859881332725,47,5.438156093108169
blackassign0035,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,0,0,0.0,0.0,27.116666666666667,27.105101413644743,21.688707232124564,27.116666666666667,441,1627,1.8531038721573447,32,5.660725261216964
blackassign0036,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,0,0,0.0,0.0,76.18181818181819,33.53221957040573,43.88561510088957,76.18181818181819,281,838,2.0954653937947496,23,6.341288782816229
blackassign0037,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,0,0,0.0,0.0,30.81132075471698,23.759951010410287,21.828508706050908,30.81132075471698,388,1633,1.786282914880588,26,5.53153704837722
blackassign0038,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,0,0,0.0,0.0,30.918367346938776,22.244224422442244,21.26503670775241,30.918367346938776,674,3030,1.7234323432343237,35,5.223102310231023
blackassign0039,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,0,0,0.0,0.0,24.23529411764705,23.02357836338419,18.9035489924125,24.23529411764705,664,2884,1.7742718446601942,24,5.354368932038835
blackassign0040,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,0,0,0.0,0.0,28.226666666666667,27.680680207841284,22.36293874980318,28.226666666666667,586,2117,1.8885214926783185,34,5.769485120453472
blackassign0041,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,0,0,0.0,0.0,21.520408163265305,23.70791844476055,18.09133064321034,21.520408163265305,500,2109,1.7652916073968703,30,5.446657183499289
blackassign0042,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,0,0,0.0,0.0,31.19277108433735,21.78447276940904,21.19089754149856,31.19277108433735,564,2589,1.7060641174198532,46,5.275782155272306
blackassign0043,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,0,0,0.0,0.0,26.422680412371133,23.95630120952009,20.15159264875649,26.422680412371133,614,2563,1.774483027701912,38,5.4596176355833
blackassign0044,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,0,0,0.0,0.0,37.18421052631579,27.88393489030432,26.02725816664804,37.18421052631579,394,1413,1.9256900212314223,24,5.849964614295825
blackassign0045,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,0,0,0.0,0.0,99.4074074074074,20.417287630402384,47.92987801512392,99.4074074074074,548,2684,1.6758569299552906,40,5.198211624441132
blackassign0046,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,0,0,0.0,0.0,27.29850746268657,27.009294696555497,21.723120863696828,27.29850746268657,494,1829,1.855658829961728,24,5.661563696008748
blackassign0047,https://insights.blackcoffer.com/evolution-of-advertising-industry/,0,0,0.0,0.0,28.945454545454545,29.20854271356784,23.26159890360896,28.945454545454545,465,1592,1.92713567839196,26,5.816582914572864
blackassign0048,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,0,0,0.0,0.0,50.375,30.355665839536805,32.29226633581472,50.375,367,1209,1.988420181968569,26,6.007444168734492
blackassign0049,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,0,0,0.0,0.0,76.18181818181819,33.53221957040573,43.88561510088957,76.18181818181819,281,838,2.0954653937947496,23,6.341288782816229
blackassign0050,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,0,0,0.0,0.0,32.94117647058823,23.92857142857143,22.747899159663863,32.94117647058823,536,2240,1.7727678571428571,27,5.513839285714286
blackassign0051,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,0,0,0.0,0.0,39.21951219512195,26.741293532338307,26.3843222909841,39.21951219512195,430,1608,1.8625621890547264,28,5.659203980099503
blackassign0052,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,0,0,0.0,0.0,22.82258064516129,22.296819787985868,18.047760173258865,22.82258064516129,631,2830,1.6939929328621908,34,5.274911660777385
blackassign0053,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,0,0,0.0,0.0,25.901639344262296,26.83544303797468,21.09483295289479,25.901639344262296,424,1580,1.90253164556962,28,5.7683544303797465
blackassign0054,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,0,0,0.0,0.0,41.96774193548387,25.98001537279016,27.17910292330961,41.96774193548387,338,1301,1.883166794773252,24,5.767102229054573
blackassign0055,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,0,0,0.0,0.0,31.390625,23.04629168740667,21.774766674962667,31.390625,463,2009,1.7630662020905925,28,5.4375311100049775
blackassign0056,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,0,0,0.0,0.0,40.21621621621622,28.62903225806452,27.538099389712297,40.21621621621622,426,1488,1.9448924731182795,25,5.866263440860215
blackassign0057,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,0,0,0.0,0.0,31.390243902439025,27.89432789432789,23.713828718706765,31.390243902439025,359,1287,1.9285159285159288,25,5.928515928515928
blackassign0058,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,0,0,0.0,0.0,42.0,31.61904761904762,29.44761904761905,42.0,332,1050,2.040952380952381,27,6.148571428571429
blackassign0059,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,0,0,0.0,0.0,24.797101449275363,24.02104032729398,19.52725671062774,24.797101449275363,411,1711,1.793103448275862,44,5.503214494447692
blackassign0060,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,0,0,0.0,0.0,42.68,29.803186504217432,28.993274601686974,42.68,318,1067,1.9971883786316773,27,6.047797563261481
blackassign0061,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,0,0,0.0,0.0,28.40277777777778,28.410757946210268,22.72541428959522,28.40277777777778,581,2045,1.934963325183374,24,5.883618581907091
blackassign0062,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,0,0,0.0,0.0,31.77777777777778,26.573426573426573,23.340481740481746,31.77777777777778,380,1430,1.851048951048951,37,5.724475524475524
blackassign0063,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,0,0,0.0,0.0,28.20289855072464,23.7410071942446,20.7775622979877,28.20289855072464,462,1946,1.7810894141829394,33,5.452209660842755
blackassign0064,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,0,0,0.0,0.0,28.64835164835165,26.46720368239356,22.046222132298084,28.64835164835165,690,2607,1.8120444955887995,43,5.586497890295359
blackassign0065,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,0,0,0.0,0.0,30.5,20.51086542127335,20.404346168509345,30.5,538,2623,1.6599313762866943,46,5.227601982462829
blackassign0066,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,0,0,0.0,0.0,23.77319587628866,22.20294882914137,18.39045788217201,23.77319587628866,512,2306,1.6929748482220297,43,5.305290546400694
blackassign0067,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,0,0,0.0,0.0,22.75324675324676,23.8013698630137,18.62184664650418,22.75324675324676,417,1752,1.7539954337899544,25,5.386415525114155
blackassign0068,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,0,0,0.0,0.0,29.27848101265823,20.70903588413316,19.99500675871656,29.27848101265823,479,2313,1.6182447038478167,28,5.125810635538262
blackassign0069,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,0,0,0.0,0.0,51.57692307692308,27.516778523489933,31.637480640165208,51.57692307692308,369,1341,1.8508575689783744,32,5.690529455630127
blackassign0070,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,0,0,0.0,0.0,30.3375,24.6394725999176,21.99078903996704,30.3375,598,2427,1.800164812525752,32,5.490317264112073
blackassign0071,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,0,0,0.0,0.0,21.597701149425287,22.56519425226184,17.66515816067485,21.597701149425287,424,1879,1.7370941990420437,37,5.328366152208622
blackassign0072,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,0,0,0.0,0.0,22.45652173913044,21.73281703775412,17.67573551075382,22.45652173913044,449,2066,1.6679574056147144,29,5.261374636979671
blackassign0073,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,0,0,0.0,0.0,31.10606060606061,22.990745250852413,21.63872234276521,31.10606060606061,472,2053,1.7545056015586946,28,5.493911349245007
blackassign0074,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,0,0,0.0,0.0,24.23404255319149,25.02194907813872,19.702396652532084,24.23404255319149,570,2278,1.827480245829675,33,5.544776119402985
blackassign0075,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,0,0,0.0,0.0,20.97826086956522,22.59067357512953,17.4275737778779,20.97826086956522,436,1930,1.7378238341968912,39,5.337823834196891
blackassign0076,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,0,0,0.0,0.0,33.0,22.03112203112203,22.012448812448813,33.0,538,2442,1.7043407043407044,29,5.291973791973792
blackassign0077,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,0,0,0.0,0.0,42.333333333333336,24.348879466989704,26.67288512012922,42.333333333333336,402,1651,1.841308298001212,25,5.68564506359782
blackassign0078,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,0,0,0.0,0.0,39.78846153846154,25.42290961817303,26.084548462653828,39.78846153846154,526,2069,1.8511358144030927,25,5.689705171580473
blackassign0079,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,0,0,0.0,0.0,27.33333333333333,23.839496459480724,20.469131917125623,27.33333333333333,606,2542,1.7592446892210858,32,5.448859166011015
blackassign0080,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,0,0,0.0,0.0,18.78301886792453,21.320944249121045,16.04158524681823,18.78301886792453,849,3982,1.6619789050728278,26,5.30286288297338
blackassign0081,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,0,0,0.0,0.0,26.47474747474748,23.426173216329644,19.96036827643085,26.47474747474748,614,2621,1.7485692483784816,36,5.407096528042731
blackassign0082,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,0,0,0.0,0.0,31.36,27.63605442176871,23.59842176870748,31.36,650,2352,1.9217687074829928,26,5.802721088435374
blackassign0083,https://insights.blackcoffer.com/human-rights-outlook/,0,0,0.0,0.0,51.47619047619048,30.064754856614247,32.61637813312189,51.47619047619048,325,1081,1.976873265494912,29,6.032377428307123
blackassign0084,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,0,0,0.0,0.0,30.241935483870968,23.84,21.632774193548386,30.241935483870968,447,1875,1.7824,28,5.544533333333334
blackassign0085,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,0,0,0.0,0.0,19.88235294117647,22.633136094674555,17.00619561434041,19.88235294117647,612,2704,1.6519970414201184,30,5.307692307692308
blackassign0086,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,0,0,0.0,0.0,24.166666666666668,23.026819923371647,18.877394636015328,24.166666666666668,601,2610,1.7295019157088125,29,5.376628352490421
blackassign0087,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,0,0,0.0,0.0,34.07017543859649,23.583934088568487,23.06164381086599,34.07017543859649,458,1942,1.791967044284243,27,5.536560247167868
blackassign0088,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,0,0,0.0,0.0,34.67123287671233,26.787830896878702,24.583625509436416,34.67123287671233,678,2531,1.844330304227578,25,5.616357171078625
blackassign0089,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,0,0,0.0,0.0,29.177419354838708,25.152017689331124,21.731774817667937,29.177419354838708,455,1809,1.821448313985628,28,5.615257048092869
blackassign0090,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,0,0,0.0,0.0,24.705882352941178,22.904761904761905,19.04425770308124,24.705882352941178,481,2100,1.7319047619047618,61,5.384285714285714
blackassign0091,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,0,0,0.0,0.0,41.5531914893617,25.14080901177676,26.67760020045538,41.5531914893617,491,1953,1.80389144905274,36,5.527905785970302
blackassign0092,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,0,0,0.0,0.0,30.92753623188406,25.91377694470478,22.73652527063554,30.92753623188406,553,2134,1.847703842549204,28,5.654170571696345
blackassign0093,https://insights.blackcoffer.com/travel-and-tourism-outlook/,0,0,0.0,0.0,44.875,27.85515320334262,29.09206128133705,44.875,300,1077,1.916434540389972,26,5.835654596100278
blackassign0094,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,0,0,0.0,0.0,26.61842105263158,23.1339594661394,19.9009522075084,26.61842105263158,468,2023,1.7370242214532872,37,5.382105783489867
blackassign0095,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,0,0,0.0,0.0,30.12244897959184,27.303523035230352,22.97038880592888,30.12244897959184,403,1476,1.882113821138212,28,5.7486449864498645
blackassign0096,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,0,0,0.0,0.0,31.85483870967742,26.93670886075949,23.51661902817477,31.85483870967742,532,1975,1.8232911392405065,26,5.658227848101266
blackassign0097,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,0,0,0.0,0.0,37.67307692307692,22.052067381317,23.89005772175757,37.67307692307692,432,1959,1.7029096477794794,30,5.358346094946401
blackassign0098,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,0,0,0.0,0.0,37.8235294117647,30.093312597200622,27.16673680358613,37.8235294117647,387,1286,1.964230171073095,24,6.006220839813375
blackassign0099,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,0,0,0.0,0.0,33.2,25.502008032128515,23.48080321285141,33.2,381,1494,1.8534136546184736,28,5.714190093708166
blackassign0100,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,0,0,0.0,0.0,42.84444444444444,26.607883817427386,27.780931304748734,42.84444444444444,513,1928,1.8604771784232366,27,5.700726141078838
